"TPTdataset","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","subclass","superorder","suborder","infraorder","hyporder","superfamily","subfamily","tribe","subtribe","canonicalName"
"MITE","1",NA,NA,NA,NA,NA,NA,NA,"Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acari",NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida"
"MITE","3",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Reuter, 1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Reuter, 1909",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes"
"MITE","4",NA,NA,NA,NA,NA,NA,NA,"Knemidokoptidae Dubinin, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae",NA,NA,NA,NA,NA,NA,"Dubinin, 1953",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,NA,NA,NA,"Knemidokoptidae"
"MITE","5",NA,NA,NA,NA,NA,NA,NA,"Knemidokoptidae Mironov, Bochkov & Fain, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae",NA,NA,NA,NA,NA,NA,"Mironov, Bochkov & Fain, 2005",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Apocnemidocoptinae",NA,NA,"Apocnemidocoptinae"
"MITE","6",NA,NA,NA,NA,NA,NA,NA,"Apocnemidocoptes Lombert, Lukoschus & Fain, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae","Apocnemidocoptes",NA,NA,NA,NA,NA,"Lombert, Lukoschus & Fain, 1984",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Apocnemidocoptinae",NA,NA,"Apocnemidocoptes"
"MITE","8",NA,NA,NA,NA,NA,NA,NA,"Knemidokoptidae Fain, 1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae",NA,NA,NA,NA,NA,NA,"Fain, 1962",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Evansacarinae",NA,NA,"Evansacarinae"
"MITE","9",NA,NA,NA,NA,NA,NA,NA,"Evansacarus Fain, 1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae","Evansacarus",NA,NA,NA,NA,NA,"Fain, 1962",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Evansacarinae",NA,NA,"Evansacarus"
"MITE","12",NA,NA,NA,NA,NA,NA,NA,"Knemidokoptidae Dubinin, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae",NA,NA,NA,NA,NA,NA,"Dubinin, 1953",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Knemidokoptinae",NA,NA,"Knemidokoptinae"
"MITE","13",NA,NA,NA,NA,NA,NA,NA,"Knemidokoptes Fürstenberg, 1870",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae","Knemidokoptes",NA,NA,NA,NA,NA,"Fürstenberg, 1870",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Knemidokoptinae",NA,NA,"Knemidokoptes"
"MITE","19",NA,NA,NA,NA,NA,NA,NA,"Micnemidocoptes Fain, 1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae","Micnemidocoptes",NA,NA,NA,NA,NA,"Fain, 1974",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Knemidokoptinae",NA,NA,"Micnemidocoptes"
"MITE","21",NA,NA,NA,NA,NA,NA,NA,"Neocnemidocoptes Fain, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae","Neocnemidocoptes",NA,NA,NA,NA,NA,"Fain, 1966",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Knemidokoptinae",NA,NA,"Neocnemidocoptes"
"MITE","28",NA,NA,NA,NA,NA,NA,NA,"Picicnemidocoptes Pence, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae","Picicnemidocoptes",NA,NA,NA,NA,NA,"Pence, 1972",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Knemidokoptinae",NA,NA,"Picicnemidocoptes"
"MITE","31",NA,NA,NA,NA,NA,NA,NA,"Procnemidocoptes Fain, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae","Procnemidocoptes",NA,NA,NA,NA,NA,"Fain, 1966",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Knemidokoptinae",NA,NA,"Procnemidocoptes"
"MITE","33",NA,NA,NA,NA,NA,NA,NA,"Knemidokoptidae OConnor, Klompen & Lombert, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae",NA,NA,NA,NA,NA,NA,"OConnor, Klompen & Lombert, 1987",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Lukoschuscoptinae",NA,NA,"Lukoschuscoptinae"
"MITE","34",NA,NA,NA,NA,NA,NA,NA,"Lukoschuscoptes OConnor, Klompen & Lombert, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Knemidokoptidae","Lukoschuscoptes",NA,NA,NA,NA,NA,"OConnor, Klompen & Lombert, 1987",NA,NA,NA,NA,NA,"Acari","Acariformes",NA,NA,NA,NA,"Lukoschuscoptinae",NA,NA,"Lukoschuscoptes"
"MITE","37",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes OConnor, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"OConnor, 1984",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Alicorhagiida",NA,NA,NA,NA,NA,"Alicorhagiida"
"MITE","38",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Grandjean, 1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Grandjean, 1939",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Alicorhagiida",NA,"Alicorhagioidea",NA,NA,NA,"Alicorhagioidea"
"MITE","39",NA,NA,NA,NA,NA,NA,NA,"Alicorhagiidae Grandjean, 1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alicorhagiidae",NA,NA,NA,NA,NA,NA,"Grandjean, 1939",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Alicorhagiida",NA,"Alicorhagioidea",NA,NA,NA,"Alicorhagiidae"
"MITE","40",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes OConnor, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"OConnor, 1984",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Bimichaliida",NA,NA,NA,NA,NA,"Bimichaliida"
"MITE","41",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes G Canestrini & Fanzago, 1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"G Canestrini & Fanzago, 1877",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Bimichaliida",NA,"Alycoidea",NA,NA,NA,"Alycoidea"
"MITE","42",NA,NA,NA,NA,NA,NA,NA,"Alycidae G Canestrini & Fanzago, 1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alycidae",NA,NA,NA,NA,NA,NA,"G Canestrini & Fanzago, 1877",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Bimichaliida",NA,"Alycoidea",NA,NA,NA,"Alycidae"
"MITE","43",NA,NA,NA,NA,NA,NA,NA,"Nanorchestidae Grandjean, 1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Nanorchestidae",NA,NA,NA,NA,NA,NA,"Grandjean, 1937",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Bimichaliida",NA,"Alycoidea",NA,NA,NA,"Nanorchestidae"
"MITE","44",NA,NA,NA,NA,NA,NA,NA,"Proterorhagiidae Lindquist & PalaciosVargas, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Proterorhagiidae",NA,NA,NA,NA,NA,NA,"Lindquist & PalaciosVargas, 1991",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Bimichaliida",NA,"Alycoidea",NA,NA,NA,"Proterorhagiidae"
"MITE","45",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Lindquist, Krantz & Walter, 2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Lindquist, Krantz & Walter, 2009",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Nematalycina",NA,NA,NA,NA,NA,"Nematalycina"
"MITE","46",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Strenke, 1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Strenke, 1954",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Nematalycina",NA,"Nematalycoidea",NA,NA,NA,"Nematalycoidea"
"MITE","47",NA,NA,NA,NA,NA,NA,NA,"Micropsammidae Coineau & Theron, 1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Micropsammidae",NA,NA,NA,NA,NA,NA,"Coineau & Theron, 1983",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Nematalycina",NA,"Nematalycoidea",NA,NA,NA,"Micropsammidae"
"MITE","48",NA,NA,NA,NA,NA,NA,NA,"Nematalycidae Strenke, 1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Nematalycidae",NA,NA,NA,NA,NA,NA,"Strenke, 1954",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Nematalycina",NA,"Nematalycoidea",NA,NA,NA,"Nematalycidae"
"MITE","49",NA,NA,NA,NA,NA,NA,NA,"Proteonematalycidae Kethley, 1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Proteonematalycidae",NA,NA,NA,NA,NA,NA,"Kethley, 1989",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Nematalycina",NA,"Nematalycoidea",NA,NA,NA,"Proteonematalycidae"
"MITE","50",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes OConnor, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"OConnor, 1984",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Terpnacarida",NA,NA,NA,NA,NA,"Terpnacarida"
"MITE","51",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Kethley, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Kethley, 1977",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Terpnacarida",NA,"Oehserchestoidea",NA,NA,NA,"Oehserchestoidea"
"MITE","52",NA,NA,NA,NA,NA,NA,NA,"Grandjeanicidae Kethley, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Grandjeanicidae",NA,NA,NA,NA,NA,NA,"Kethley, 1977",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Terpnacarida",NA,"Oehserchestoidea",NA,NA,NA,"Grandjeanicidae"
"MITE","53",NA,NA,NA,NA,NA,NA,NA,"Oehserchestidae Kethley, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Oehserchestidae",NA,NA,NA,NA,NA,NA,"Kethley, 1977",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Terpnacarida",NA,"Oehserchestoidea",NA,NA,NA,"Oehserchestidae"
"MITE","54",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Grandjean, 1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Grandjean, 1939",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Terpnacarida",NA,"Terpnacaroidea",NA,NA,NA,"Terpnacaroidea"
"MITE","55",NA,NA,NA,NA,NA,NA,NA,"Terpnacaridae Grandjean, 1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Terpnacaridae",NA,NA,NA,NA,NA,NA,"Grandjean, 1939",NA,NA,NA,NA,NA,"Acari","Acariformes","Endeostigmata","Terpnacarida",NA,"Terpnacaroidea",NA,NA,NA,"Terpnacaridae"
"MITE","57",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Woolley, 1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Woolley, 1973",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata",NA,NA,NA,NA,NA,"Desmonomata"
"MITE","59",NA,NA,NA,NA,NA,NA,NA,"Chetochelacaridae Fain, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Chetochelacaridae",NA,NA,NA,NA,NA,NA,"Fain, 1987",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata",NA,NA,NA,NA,"Chetochelacaridae"
"MITE","60",NA,NA,NA,NA,NA,NA,NA,"Heterocoptidae Fain, 1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Heterocoptidae",NA,NA,NA,NA,NA,NA,"Fain, 1967",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata",NA,NA,NA,NA,"Heterocoptidae"
"MITE","61",NA,NA,NA,NA,NA,NA,NA,"Lemanniellidae Wurst, 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Lemanniellidae",NA,NA,NA,NA,NA,NA,"Wurst, 2001",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata",NA,NA,NA,NA,"Lemanniellidae"
"MITE","62",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Latreille, 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Latreille, 1802",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Acaroidea",NA,NA,NA,"Acaroidea"
"MITE","63",NA,NA,NA,NA,NA,NA,NA,"Acaridae Latreille, 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Acaridae",NA,NA,NA,NA,NA,NA,"Latreille, 1802",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Acaroidea",NA,NA,NA,"Acaridae"
"MITE","64",NA,NA,NA,NA,NA,NA,NA,"Gaudiellidae Atyeo, Baker & Delfinado, 1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Gaudiellidae",NA,NA,NA,NA,NA,NA,"Atyeo, Baker & Delfinado, 1974",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Acaroidea",NA,NA,NA,"Gaudiellidae"
"MITE","65",NA,NA,NA,NA,NA,NA,NA,"Glycacaridae Griffiths, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Glycacaridae",NA,NA,NA,NA,NA,NA,"Griffiths, 1977",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Acaroidea",NA,NA,NA,"Glycacaridae"
"MITE","66",NA,NA,NA,NA,NA,NA,NA,"Lardoglyphidae Oudemans, 1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Lardoglyphidae",NA,NA,NA,NA,NA,NA,"Oudemans, 1927",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Acaroidea",NA,NA,NA,"Lardoglyphidae"
"MITE","67",NA,NA,NA,NA,NA,NA,NA,"Scatoglyphidae Zachvatkin & Volgin, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Scatoglyphidae",NA,NA,NA,NA,NA,NA,"Zachvatkin & Volgin, 1956",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Acaroidea",NA,NA,NA,"Scatoglyphidae"
"MITE","68",NA,NA,NA,NA,NA,NA,NA,"Suidasiidae Hughes, 1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Suidasiidae",NA,NA,NA,NA,NA,NA,"Hughes, 1948",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Acaroidea",NA,NA,NA,"Suidasiidae"
"MITE","69",NA,NA,NA,NA,NA,NA,NA,"Sarcoptiformes Trouessart & Mégnin, 1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes",NA,NA,NA,NA,NA,NA,NA,"Trouessart & Mégnin, 1884",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea",NA,NA,NA,"Analgoidea"
"MITE","70",NA,NA,NA,NA,NA,NA,NA,"Alloptidae Gaud, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae",NA,NA,NA,NA,NA,NA,"Gaud, 1957",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea",NA,NA,NA,"Alloptidae"
"MITE","71",NA,NA,NA,NA,NA,NA,NA,"Alloptidae Gaud, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae",NA,NA,NA,NA,NA,NA,"Gaud, 1957",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Alloptinae"
"MITE","72",NA,NA,NA,NA,NA,NA,NA,"Alloptes Canestrini, 1879",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Alloptes",NA,NA,NA,NA,NA,"Canestrini, 1879",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Alloptes"
"MITE","103",NA,NA,NA,NA,NA,NA,NA,"Alloptes (Apodalloptes) Gaud, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Alloptes","Apodalloptes",NA,NA,NA,NA,"Gaud, 1972",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Apodalloptes"
"MITE","106",NA,NA,NA,NA,NA,NA,NA,"Alloptes (Conuralloptes) Gaud, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Alloptes","Conuralloptes",NA,NA,NA,NA,"Gaud, 1972",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Conuralloptes"
"MITE","115",NA,NA,NA,NA,NA,NA,NA,"Alloptes (Sternalloptes) Mironov, 1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Alloptes","Sternalloptes",NA,NA,NA,NA,"Mironov, 1993",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Sternalloptes"
"MITE","129",NA,NA,NA,NA,NA,NA,NA,"Alloptoides Gaud, 1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Alloptoides",NA,NA,NA,NA,NA,"Gaud, 1961",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Alloptoides"
"MITE","133",NA,NA,NA,NA,NA,NA,NA,"Anisanchus Peterson & Atyeo, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Anisanchus",NA,NA,NA,NA,NA,"Peterson & Atyeo, 1977",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Anisanchus"
"MITE","135",NA,NA,NA,NA,NA,NA,NA,"Aramolichus Peterson & Atyeo, 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Aramolichus",NA,NA,NA,NA,NA,"Peterson & Atyeo, 1968",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Aramolichus"
"MITE","137",NA,NA,NA,NA,NA,NA,NA,"Brephosceles Hull, 1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Brephosceles",NA,NA,NA,NA,NA,"Hull, 1932",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Brephosceles"
"MITE","194",NA,NA,NA,NA,NA,NA,NA,"Dichobrephosceles Peterson & Atyeo, 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Dichobrephosceles",NA,NA,NA,NA,NA,"Peterson & Atyeo, 1968",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Dichobrephosceles"
"MITE","197",NA,NA,NA,NA,NA,NA,NA,"Dinalloptes Gaud & Mouchet, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Dinalloptes",NA,NA,NA,NA,NA,"Gaud & Mouchet, 1957",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Dinalloptes"
"MITE","201",NA,NA,NA,NA,NA,NA,NA,"Fregatocolus Atyeo & Peterson, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Fregatocolus",NA,NA,NA,NA,NA,"Atyeo & Peterson, 1972",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Fregatocolus"
"MITE","204",NA,NA,NA,NA,NA,NA,NA,"Hyperpedalloptes Dubinin, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Hyperpedalloptes",NA,NA,NA,NA,NA,"Dubinin, 1955",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Hyperpedalloptes"
"MITE","208",NA,NA,NA,NA,NA,NA,NA,"Ibidocolus Mironov, 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Ibidocolus",NA,NA,NA,NA,NA,"Mironov, 1998",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Ibidocolus"
"MITE","211",NA,NA,NA,NA,NA,NA,NA,"Laminalloptes Dubinin, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Laminalloptes",NA,NA,NA,NA,NA,"Dubinin, 1955",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Laminalloptes"
"MITE","215",NA,NA,NA,NA,NA,NA,NA,"Megalloptes Mironov & Perez, 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Megalloptes",NA,NA,NA,NA,NA,"Mironov & Perez, 2001",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Megalloptes"
"MITE","217",NA,NA,NA,NA,NA,NA,NA,"Onychalloptes Peterson & Atyeo, 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Onychalloptes",NA,NA,NA,NA,NA,"Peterson & Atyeo, 1968",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Onychalloptes"
"MITE","220",NA,NA,NA,NA,NA,NA,NA,"Paradoxalloptes Mironov, 1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Paradoxalloptes",NA,NA,NA,NA,NA,"Mironov, 1999",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Paradoxalloptes"
"MITE","222",NA,NA,NA,NA,NA,NA,NA,"Plicatalloptes Dubinin, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Plicatalloptes",NA,NA,NA,NA,NA,"Dubinin, 1955",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Plicatalloptes"
"MITE","231",NA,NA,NA,NA,NA,NA,NA,"Psilobrephosceles Peterson & Atyeo, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Alloptidae","Psilobrephosceles",NA,NA,NA,NA,NA,"Peterson & Atyeo, 1977",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Alloptinae",NA,NA,"Psilobrephosceles"
