"nomenclaturalstatus","scientificname","family","subgenus","genus","species","scientificNameAuthorship","namePublishedInYear","synonym(s)","corrections","date of corrections"
NA,"Oropsylla silantiewi asiatica Wagner, 1930","Ceratophyllidae",NA,"Oropsylla","alaskensis alaskensis","Baker, 1904","1904",NA,NA,NA
NA,"Oropsylla stejnegeri Jordan, 1937","Ceratophyllidae",NA,"Oropsylla","alaskensis alaskensis","Baker, 1904","1904",NA,NA,NA
NA,"Ceratophyllus sorecis Dale, 1878","Ctenophthalmidae",NA,"Palaeopsylla","soricis soricis","(Dale, 1878)","1878",NA,NA,NA
NA,"Palaeopsylla makaluensis Brelih, 1975 (Male)","Ctenophthalmidae",NA,"Palaeopsylla","tauberi makaluensis","Brelih, 1975","1975",NA,NA,NA
NA,"Oropsylla sinensis Liu, 1935","Ceratophyllidae",NA,"Paraceras","melis flabellum","Wagner, 1916","1916",NA,NA,NA
NA,"Paraceras melis sinensis Sakaguti, 1962","Ceratophyllidae",NA,"Paraceras","melis flabellum","Wagner, 1916","1916",NA,NA,NA
NA,"Parapsyllus huincae Del Ponte & Riesel, 1939","Rhopalopsyllidae",NA,"Parapsyllus","magellanicus magellanicus","Jordan, 1938","1938",NA,NA,NA
NA,"Parapsyllus magellanicus heardi DeMeillon, 1952","Rhopalopsyllidae",NA,"Parapsyllus","magellanicus magellanicus","Jordan, 1938","1938",NA,NA,NA
NA,"Pulex ruptoris Weiss, 1917","Pulicidae",NA,"Pariodontis","riggenbachi riggenbachi","(Rothschild, 1904)","1904",NA,NA,NA
NA,"Ctenopsyllus sobrinus Rothschild, 1909","Leptopsyllidae",NA,"Peromyscopsylla","bidentata bidentata","(Kolenati, 1863)","1863",NA,NA,NA
NA,"Peromyscopsylla hamifer markworth Hubbard, 1949","Leptopsyllidae",NA,"Peromyscopsylla","hamifer hamifer","(Rothschild, 1906)","1906",NA,NA,NA
NA,"Peromyscopsylla hemisphaerium Stewart, 1940","Leptopsyllidae",NA,"Peromyscopsylla","hesperomys adelpha","(Rothschild, 1906)","1906",NA,NA,NA
NA,"Peromyscopsylla zempoalensis Barrera, 1954","Leptopsyllidae",NA,"Peromyscopsylla","hesperomys adelpha","(Rothschild, 1906)","1906",NA,NA,NA
NA,"Peromyscopsylla spinifrons I. Fox, 1939","Leptopsyllidae",NA,"Peromyscopsylla","hesperomys hesperomys","(Baker, 1904)","1904",NA,NA,NA
NA,"Polygenis gardellai Del Ponte, 1967","Rhopalopsyllidae",NA,"Polygenis","axius axius","(Jordan & Rothschild, 1923)","1923",NA,NA,NA
NA,"Rhopalopsyllus bernhardi Jordan & Rothschild, 1908","Rhopalopsyllidae",NA,"Polygenis","bohlsi bohlsi","(Wahlgren, 1901)","1901",NA,NA,NA
NA,"Rhopalopsyllus plaumanni Wagner, 1936","Rhopalopsyllidae",NA,"Polygenis","occidentalis occidentalis","(Cunha, 1914)","1914",NA,NA,NA
NA,"Rhadinopsylla acuminata Ioff & Tiflov, 1946 (suppressed by ICZN)","Ctenophthalmidae",NA,"Rhadinopsylla","li transbaikalica","Ioff & Tiflov, 1947","1947",NA,NA,NA
NA,"Araeopsylla hispanica Gil Collado, 1934","Ischnopsyllidae",NA,"Rhinolophopsylla","unipectinata unipectinata","(Taschenberg, 1880)","1880",NA,NA,NA
NA,"Aptilopsylla carlsbadensis Ewing, 1940","Ischnopsyllidae",NA,"Sternopsylla","distincta texana","(C. Fox, 1914)","1914",NA,NA,NA
NA,"Pulex murinus Tiraboschi, 1904","Pulicidae",NA,"Xenopsylla","cheopis cheopis","(Rothschild, 1903)","1903",NA,NA,NA
NA,"Pulex philippinensis Schultze & Herzog, 1904","Pulicidae",NA,"Xenopsylla","cheopis cheopis","(Rothschild, 1903)","1903",NA,NA,NA
NA,"Pulex tripolitanus Fulmek, 1909","Pulicidae",NA,"Xenopsylla","cheopis cheopis","(Rothschild, 1903)","1903",NA,NA,NA
NA,"Xenopsylla pachyuromyidis Glinkiewicz, 1907","Pulicidae",NA,"Xenopsylla","cheopis cheopis","(Rothschild, 1903)","1903",NA,NA,NA
"nomen nudum",NA,"Ctenophthalmidae",NA,"Neopsylla","pleskei disjuncta","Mikulin, 1960","1960",NA,NA,NA
"nomen nudum",NA,"Ctenophthalmidae",NA,"Palaeopsylla","sorecis gromovi","Argyropulo, 1941","1941",NA,NA,NA
"nomen nudum",NA,"Leptopsyllidae",NA,"Leptopsylla","ostsibirica manchurica","Dzie, 1956","1956",NA,NA,NA
"nomen nudum",NA,"Ctenophthalmidae",NA,"Rhadinopsylla","mesa mentschuli","Markevich & Yurkina, 1972","1972",NA,NA,NA
"nomen nudum",NA,"Ctenophthalmidae",NA,"Rhadinopsylla","mesa mentschuli","Byelokon', 1967","1967",NA,NA,NA
"nomen nudum",NA,"Ctenophthalmidae",NA,"Neopsylla","setosa moravica","Rosicky, 1950","1950",NA,NA,NA
"nomen nudum",NA,"Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes slovacicus","Rosicky, 1950","1950",NA,NA,NA
"nomen nudum",NA,"Leptopsyllidae",NA,"Amphipsylla","vinogradovi tsinghali","Dzie, 1958","1958",NA,NA,NA
"nomen nudum",NA,"Ctenophthalmidae",NA,"Rhadinopsylla","ventricosa tuvinica","Labunets, 1976","1976",NA,NA,NA
"nomen oblitum",NA,"Ctenophthalmidae",NA,"Palaeopsylla","sorecis borussica","Dampf (In: Oudemans, 1913)","1913",NA,NA,NA
